ID_SNIES;Sexo;Estado Civil;Etnia;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;Nombre Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Semestre Ingreso;Edad Ingreso;Cantidad de materias vistas;Cantidad de cursos libres reprobados;Cantidad de cursos libres aprobados;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación;Desertor Predicción;Probabilidad de deserción
681-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,29;4,41;No;1;15;82;1,0;15,0;4,233387096774194;1,0;181,0;9,0;No;0,0
4728-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,76;3,54;No;1;19;81;0,0;2,0;3,75948717948718;6,0;219,0;9,0;No;0,0
4809-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,18;3,92;No;1;18;79;4,0;1,0;3,96875;3,0;205,0;9,0;No;0,0
4944-1115;Femenino;Soltero(a);No pertenece;Ninguna;Tolima;administración de empresas ;administración de empresas;2;administracion de empresas;3,88;3,76;Si;1;18;61;2,0;1,0;3,3657894736842104;11,0;167,0;6,0;Si;1,0
5132-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,13;3,59;No;1;17;81;3,0;19,0;3,889444444444445;1,0;159,0;9,0;No;0,0
5205-1115;Femenino;Soltero(a);No pertenece;Ninguna;Santander;administración de empresas ;administración de empresas;2;administracion de empresas;3,65;2,8;No;1;17;88;3,0;2,0;3,35025;15,0;231,0;9,0;No;0,0
5261-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,62;3,52;No;1;17;84;1,0;4,0;3,629480519480519;10,0;221,0;9,0;No;0,0
5284-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,45;4,54;No;1;16;88;1,0;17,0;4,508909090909091;0,0;174,0;8,0;No;0,0
5289-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,26;3,9;No;1;16;82;1,0;8,0;4,158888888888889;1,0;203,0;9,0;No;0,0
5387-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,8;3,61;No;1;16;85;1,0;6,0;3,751428571428572;8,0;218,0;9,0;No;0,0
5778-1115;Femenino;Soltero(a);No pertenece;Ninguna;Cundinamarca;administración de empresas ;administración de empresas;2;administracion de empresas;4,14;4,13;No;1;16;82;0,0;7,0;4,146805555555556;1,0;203,0;9,0;No;0,0
6353-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,74;3,49;No;1;18;83;1,0;5,0;3,798082191780822;4,0;212,0;9,0;No;0,0
6474-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,96;4,21;No;1;17;82;0,0;8,0;4,113055555555556;2,0;206,0;9,0;No;0,0
6673-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,97;4,21;No;1;19;78;0,0;5,0;4,138857142857143;0,0;203,0;9,0;No;0,0
7123-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,64;3,63;Si;1;18;85;4,0;2,0;3,535921052631579;7,0;219,0;9,0;No;0,0
7686-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,55;4,56;No;1;18;77;0,0;9,0;4,503387096774193;0,0;194,0;9,0;No;0,0
7737-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,13;3,94;No;1;17;79;1,0;3,0;4,1031506849315065;2,0;208,0;9,0;No;0,0
7767-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,51;4,32;No;1;17;78;0,0;9,0;4,380461538461539;0,0;197,0;9,0;No;0,0
7775-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,77;3,75;No;1;17;80;0,0;5,0;3,971081081081081;3,0;210,0;9,0;No;0,0
8161-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,61;3,62;No;1;20;87;4,0;2,0;3,4028750000000003;12,0;224,0;9,0;No;0,0
8969-1115;Femenino;Soltero(a);No informa;Ninguna;Tolima;administración de empresas ;administración de empresas;2;administracion de empresas;4,39;4,23;No;1;16;79;0,0;6,0;4,394202898550724;0,0;203,0;9,0;No;0,0
8977-1115;Femenino;Soltero(a);No pertenece;Ninguna;Cesar;administración de empresas ;administración de empresas;2;administracion de empresas;4,06;3,89;No;1;16;82;4,0;4,0;4,081506849315068;1,0;206,0;9,0;No;0,0
9301-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,88;4,1;No;1;19;77;0,0;4,0;3,9529577464788734;0,0;203,0;9,0;No;0,0
9398-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,66;3,76;No;1;16;83;4,0;1,0;3,665844155844156;6,0;218,0;9,0;No;0,0
9529-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,8;3,61;No;1;17;75;0,0;10,0;3,967619047619048;0,0;181,0;9,0;No;0,0
9688-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,93;3,83;No;1;17;78;0,0;5,0;4,134109589041096;0,0;203,0;9,0;No;0,0
10303-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,85;3,28;Si;1;18;22;0,0;0,0;3,6181818181818177;5,0;64,0;2,0;Si;1,0
10309-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,51;3,54;Si;1;18;50;2,0;1,0;3,3343478260869563;18,0;136,0;3,0;Si;1,0
10415-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,29;4,11;No;1;17;82;1,0;8,0;4,1146376811594205;1,0;203,0;9,0;No;0,0
10446-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,3;4,15;No;1;16;79;0,0;6,0;4,2316666666666665;0,0;203,0;9,0;No;0,0
11377-1115;Femenino;Soltero(a);No pertenece;Ninguna;Caldas;administración de empresas ;administración de empresas;2;administracion de empresas;3,64;3,73;No;1;18;83;1,0;2,0;3,6921794871794873;8,0;224,0;9,0;No;0,0
12634-1115;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;4,52;4,56;No;1;18;77;0,0;14,0;4,437678571428571;0,0;174,0;8,0;No;0,0
12642-1115;Femenino;Soltero(a);No informa;Ninguna;Boyacá;administración de empresas ;administración de empresas;2;administracion de empresas;4,5;4,53;No;1;17;77;1,0;3,0;4,340441176470588;1,0;203,0;9,0;No;0,0
7216-1115;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas ;administración de empresas;2;administracion de empresas;3,62;3,84;Si;1;17;29;1,0;0,0;3,548888888888889;3,0;81,0;9,0;Si;1,0
2868-1116;Femenino;Soltero(a);No informa;Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,81;4,03;No;1;15;76;0,0;7,0;4,0437681159420285;0,0;147,0;10,0;No;0,0
3700-1116;Femenino;Soltero(a);No pertenece;Ninguna;Arauca;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,98;4,09;No;1;16;79;0,0;8,0;4,13014705882353;0,0;147,0;10,0;No;0,0
5065-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,21;4,23;No;1;17;93;0,0;7,0;4,118611111111111;1,0;152,0;10,0;No;0,0
5125-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,99;3,99;No;1;17;76;0,0;7,0;4,090869565217391;0,0;147,0;10,0;No;0,0
5190-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,96;3,92;No;1;17;76;0,0;7,0;3,934782608695652;0,0;147,0;10,0;No;0,0
5228-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,6;3,62;No;1;17;82;0,0;9,0;3,814657534246576;4,0;157,0;10,0;No;0,0
5244-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,81;3,6;No;1;17;79;0,0;9,0;3,940714285714286;1,0;149,0;10,0;Si;1,0
5259-1116;Femenino;Soltero(a);No pertenece;Ninguna;Cundinamarca;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,18;3,64;Si;1;17;36;0,0;2,0;3,2029411764705884;8,0;78,0;3,0;Si;1,0
5340-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,43;3,77;No;1;16;80;0,0;7,0;3,855342465753425;3,0;156,0;10,0;No;0,0
5350-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,46;3,49;No;1;16;81;0,0;7,0;3,7740540540540537;5,0;157,0;10,0;No;0,0
5359-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,59;3,62;No;1;16;81;0,0;7,0;3,849178082191781;3,0;157,0;10,0;No;0,0
5396-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,7;3,76;No;1;16;79;0,0;8,0;3,7790140845070415;1,0;151,0;10,0;No;0,0
5513-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,4;3,34;No;1;16;84;0,0;7,0;3,697922077922078;8,0;164,0;10,0;No;0,0
5768-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,59;3,56;No;1;16;79;0,0;7,0;3,823888888888889;3,0;153,0;10,0;No;0,0
5979-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,58;3,49;Si;1;17;43;1,0;2,0;3,15725;7,0;89,0;4,0;Si;1,0
6016-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,81;3,74;No;1;17;80;0,0;8,0;3,911805555555555;3,0;153,0;10,0;No;0,0
6019-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,83;3,98;No;1;17;80;0,0;7,0;3,949420289855072;0,0;147,0;10,0;No;0,0
6396-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,45;3,67;No;1;18;79;1,0;7,0;3,6833802816901406;3,0;150,0;10,0;No;0,0
6468-1116;Femenino;Casado(a);No informa;Ninguna;Meta;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,66;3,06;Si;1;17;16;0,0;1,0;3,3506666666666667;4,0;36,0;2,0;Si;1,0
6495-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,7;3,78;Si;1;16;77;1,0;7,0;4,0050724637681165;1,0;147,0;9,0;Si;1,0
6756-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,08;3,83;No;1;17;77;0,0;7,0;3,995857142857143;1,0;149,0;10,0;No;0,0
6760-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,95;3,65;No;1;17;76;0,0;7,0;3,899710144927536;0,0;147,0;10,0;Si;1,0
7129-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,31;3,44;No;1;18;79;0,0;6,0;3,753835616438356;4,0;156,0;10,0;No;0,0
7223-1116;Femenino;Soltero(a);No pertenece;Ninguna;Magdalena;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,02;3,86;Si;1;17;78;1,0;6,0;3,959014084507042;2,0;151,0;10,0;Si;1,0
7642-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,19;3,47;Si;1;18;22;0,0;0,0;3,1990909090909088;7,0;52,0;2,0;Si;1,0
7662-1116;Femenino;Soltero(a);No informa;Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,34;3,17;Si;1;18;25;1,0;0,0;3,143333333333333;6,0;54,0;2,0;Si;1,0
7800-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,81;3,93;No;1;17;78;0,0;9,0;3,834202898550725;1,0;147,0;9,0;No;0,0
8287-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,67;3,68;No;1;19;79;1,0;8,0;3,8562857142857134;1,0;150,0;10,0;No;0,0
8365-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,41;3,32;Si;1;18;86;5,0;7,0;3,67972972972973;5,0;160,0;10,0;Si;1,0
8917-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,95;3,81;No;1;17;78;1,0;6,0;3,771549295774648;2,0;150,0;10,0;No;0,0
9108-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,04;4,08;No;1;16;83;0,0;8,0;4,191449275362318;0,0;147,0;10,0;No;0,0
9382-1116;Femenino;Soltero(a);No pertenece;Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,65;3,85;No;1;17;79;1,0;8,0;3,863571428571429;1,0;149,0;10,0;No;0,0
9388-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,36;3,78;No;1;16;82;0,0;10,0;3,8475;2,0;153,0;10,0;No;0,0
9389-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,74;3,63;No;1;16;79;1,0;9,0;3,9152173913043473;2,0;147,0;10,0;No;0,0
9641-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,32;3,39;No;1;18;85;3,0;9,0;3,658219178082192;6,0;157,0;10,0;No;0,0
9654-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,53;3,46;No;1;18;82;2,0;6,0;3,607837837837838;5,0;157,0;9,0;No;0,0
9677-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,75;3,48;Si;1;17;48;1,0;1,0;3,136086956521739;16,0;103,0;4,0;Si;1,0
10392-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,16;3,88;No;1;17;78;2,0;7,0;4,071739130434782;0,0;147,0;10,0;No;0,0
10395-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,82;4,04;Si;1;17;25;0,0;1,0;3,32;9,0;54,0;2,0;Si;1,0
10463-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,99;4,04;No;1;16;77;0,0;8,0;3,987941176470589;0,0;147,0;10,0;No;0,0
10480-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,62;3,91;No;1;16;82;3,0;8,0;3,887042253521127;1,0;151,0;9,0;No;0,0
11719-1116;Femenino;Soltero(a);No informa;Ninguna;Casanare;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,26;3,61;Si;1;20;24;0,0;0,0;3,3920833333333333;7,0;55,0;2,0;Si;1,0
12599-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,65;3,48;Si;1;18;78;0,0;7,0;3,854647887323944;4,0;151,0;9,0;No;0,0
12600-1116;Femenino;Soltero(a);No informa;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,7;3,32;Si;1;18;15;0,0;0,0;3,501333333333333;2,0;36,0;3,0;Si;1,0
12606-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,39;3,39;Si;1;17;30;0,0;3,0;3,288148148148148;7,0;61,0;3,0;Si;1,0
12637-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;4,06;4,01;Si;1;17;82;4,0;6,0;4,0205714285714285;1,0;148,0;10,0;Si;1,0
8389-1116;Femenino;Soltero(a);No pertenece;Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;admon. empresas turisticas y hoteleras;3,63;4,09;No;1;18;74;0,0;7,0;4,173432835820895;0,0;141,0;10,0;No;0,0
3364-1117;Femenino;Soltero(a);No pertenece;Ninguna;Santander;contaduría pública;contaduría pública;2;contaduria publica;4,01;3,76;No;1;18;72;0,0;0,0;4,0129166666666665;2,0;177,0;10,0;No;0,0
