Sexo;Estado Civil;Discapacidad;Departamento Nacimiento;Programa;Facultad;Tipo Plan;PROMEDIO_1er_SEMESTRE;PROMEDIO_2do_SEMESTRE;Desertor;Cantidad de materias vistas;Promedio de las materias;Cantidad de materias perdidas;Cantidad de creditos inscritos;Semestre Ubicación
Femenino;Soltero(a);Ninguna;Magdalena;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.02;3.86;Si;78;3.959014084507042;2.0;151.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.19;3.47;Si;22;3.1990909090909088;7.0;52.0;2.0
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.34;3.17;Si;25;3.143333333333333;6.0;54.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.81;3.93;No;78;3.834202898550725;1.0;147.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.67;3.68;No;79;3.8562857142857134;1.0;150.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.41;3.32;Si;86;3.67972972972973;5.0;160.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.95;3.81;No;78;3.771549295774648;2.0;150.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.04;4.08;No;83;4.191449275362318;0.0;147.0;10.0
Femenino;Soltero(a);Ninguna;Boyacá;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.65;3.85;No;79;3.863571428571429;1.0;149.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.36;3.78;No;82;3.8475;2.0;153.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.74;3.63;No;79;3.9152173913043473;2.0;147.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.32;3.39;No;85;3.658219178082192;6.0;157.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.53;3.46;No;82;3.607837837837838;5.0;157.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.75;3.48;Si;48;3.136086956521739;16.0;103.0;4.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.16;3.88;No;78;4.071739130434782;0.0;147.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.82;4.04;Si;25;3.32;9.0;54.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.99;4.04;No;77;3.987941176470589;0.0;147.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.62;3.91;No;82;3.887042253521127;1.0;151.0;9.0
Femenino;Soltero(a);Ninguna;Casanare;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.26;3.61;Si;24;3.3920833333333333;7.0;55.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.65;3.48;Si;78;3.854647887323944;4.0;151.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.7;3.32;Si;15;3.501333333333333;2.0;36.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.39;3.39;Si;30;3.288148148148148;7.0;61.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;4.06;4.01;Si;82;4.0205714285714285;1.0;148.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;administración de empresas turísticas y hoteleras;administración de empresas turísticas y hoteleras;2;3.63;4.09;No;74;4.173432835820895;0.0;141.0;10.0
Femenino;Soltero(a);Ninguna;Santander;contaduría pública;contaduría pública;2;4.01;3.76;No;72;4.0129166666666665;2.0;177.0;10.0
Femenino;Soltero(a);Ninguna;Tolima;contaduría pública;contaduría pública;2;4.25;4.06;Si;71;4.123428571428572;0.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.86;3.93;No;71;4.183382352941177;0.0;174.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;4.16;4.23;No;71;4.301714285714286;0.0;174.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.56;3.81;Si;71;3.8605633802816905;3.0;180.0;10.0
Femenino;Soltero(a);Ninguna;Cundinamarca;contaduría pública;contaduría pública;2;3.84;3.93;No;72;4.075942028985508;0.0;175.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;4.34;4.4;No;73;4.4809375;0.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;4.04;4.29;No;72;4.039142857142857;0.0;174.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.45;3.38;No;72;4.024285714285714;1.0;176.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.56;3.28;No;73;3.833857142857143;2.0;181.0;10.0
Femenino;Soltero(a);Ninguna;Cundinamarca;contaduría pública;contaduría pública;2;3.31;3.19;Si;29;3.167777777777778;9.0;71.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.27;3.33;Si;42;3.1346341463414635;13.0;108.0;4.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.89;3.74;No;71;4.08264705882353;0.0;171.0;10.0
Femenino;Casado(a);Ninguna;Cundinamarca;contaduría pública;contaduría pública;2;3.41;3.09;Si;15;3.369285714285714;2.0;36.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.85;3.7;No;71;4.036268656716418;0.0;174.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.67;3.94;No;71;4.11179104477612;0.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.8;3.95;No;72;4.277285714285715;1.0;174.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.32;3.3;No;71;3.8743661971830985;3.0;173.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.8;3.68;No;71;4.020579710144927;0.0;172.0;10.0
Femenino;Soltero(a);Ninguna;Cundinamarca;contaduría pública;contaduría pública;2;4.12;4.31;No;70;4.392142857142857;1.0;176.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.88;3.83;No;71;3.984507042253521;0.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.61;3.34;No;73;3.87;3.0;177.0;10.0
Femenino;Casado(a);Ninguna;Meta;contaduría pública;contaduría pública;2;3.64;3.52;Si;30;3.5341379310344827;6.0;72.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.85;4.1;No;71;4.139571428571428;0.0;174.0;10.0
Femenino;Casado(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.66;3.48;Si;48;3.619047619047619;2.0;95.0;6.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.87;3.94;No;70;4.134307692307693;0.0;167.0;10.0
Femenino;Casado(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.33;2.91;Si;21;2.473809523809524;10.0;55.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.23;3.58;Si;64;3.89609375;2.0;163.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.92;3.94;No;71;3.993529411764706;2.0;165.0;10.0
Femenino;Soltero(a);Ninguna;Tolima;contaduría pública;contaduría pública;2;4.04;4.08;No;71;4.1387323943661976;0.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.89;3.72;No;71;4.039014084507042;0.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;2.96;3.19;Si;21;3.3085714285714287;4.0;55.0;2.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;4.34;4.44;No;71;4.396865671641791;0.0;174.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.92;3.91;No;72;4.187714285714286;1.0;181.0;10.0
Femenino;Soltero(a);Ninguna;Cundinamarca;contaduría pública;contaduría pública;2;3.53;3.43;No;74;3.633;5.0;180.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.6;3.13;No;74;3.928918918918919;3.0;189.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.6;3.84;No;73;3.975211267605634;4.0;176.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;contaduría pública;contaduría pública;2;3.42;3.36;No;78;3.7603896103896095;7.0;191.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;3.57;3.52;Si;7;3.5;1.0;16.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;3.67;3.64;No;57;4.228679245283019;0.0;155.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;sociología;ciencias sociales y humanas;2;4.14;4.16;No;53;4.330192307692308;0.0;155.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;3.38;3.44;Si;13;3.6530769230769233;2.0;34.0;4.0
Femenino;Soltero(a);Ninguna;Huila;antropología;ciencias sociales y humanas;2;4.59;3.94;No;55;4.235869565217391;0.0;143.0;10.0
Femenino;Soltero(a);Ninguna;Boyacá;antropología;ciencias sociales y humanas;2;4.6;3.93;No;57;4.380196078431372;0.0;152.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.57;4.06;No;55;4.331489361702128;0.0;147.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.14;3.92;No;59;4.156037735849057;0.0;155.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.11;3.85;Si;56;4.11;1.0;159.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;antropología;ciencias sociales y humanas;2;4.24;3.58;No;55;4.177142857142857;0.0;143.0;10.0
Femenino;Soltero(a);Ninguna;Cundinamarca;antropología;ciencias sociales y humanas;2;4.21;3.75;Si;55;4.135636363636364;0.0;155.0;10.0
Femenino;Soltero(a);Ninguna;Boyacá;antropología;ciencias sociales y humanas;2;3.6;3.08;No;48;3.032291666666667;15.0;129.0;6.0
Femenino;Soltero(a);Ninguna;Valle del Cauca;antropología;ciencias sociales y humanas;2;3.59;3.56;Si;53;3.3419607843137253;13.0;151.0;8.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.02;3.98;No;66;4.185692307692308;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.68;3.76;No;66;4.043846153846154;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.76;3.93;No;66;4.113787878787878;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.88;3.89;No;66;4.030645161290322;0.0;169.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.52;3.73;Si;19;3.5805263157894736;1.0;42.0;3.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.22;4.25;No;70;4.319846153846155;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.38;4.52;No;70;4.442698412698412;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.07;3.91;No;68;4.285151515151515;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.73;4.04;No;66;4.042272727272728;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.91;4.02;No;66;4.03530303030303;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;4.03;4.23;No;70;4.32;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Boyacá;psicología;ciencias sociales y humanas;2;3.92;4.12;No;66;4.093939393939394;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Boyacá;psicología;ciencias sociales y humanas;2;3.88;3.76;No;66;4.131969696969697;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;psicología;ciencias sociales y humanas;2;3.72;3.78;No;66;4.008461538461539;0.0;179.0;10.0
Femenino;Soltero(a);Ninguna;Meta;psicología;ciencias sociales y humanas;2;3.89;3.65;Si;65;3.948307692307692;1.0;178.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;4.19;3.88;Si;54;3.999423076923077;1.0;154.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;historia;ciencias sociales y humanas;2;4.31;4.15;No;55;4.2048000000000005;0.0;152.0;10.0
Femenino;Soltero(a);Ninguna;Santander;historia;ciencias sociales y humanas;2;4.28;4.19;No;53;4.3500000000000005;0.0;144.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.03;3.63;No;61;3.857142857142857;2.0;153.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.22;3.68;No;59;4.15280701754386;2.0;160.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.6;4.5;No;59;4.525;0.0;152.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;arqueología;estudios del patrimonio cultural;2;4.2;3.64;No;59;4.21;1.0;162.0;10.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.62;3.43;No;65;3.7849122807017546;4.0;167.0;9.0
Femenino;Soltero(a);Ninguna;Valle del Cauca;comunicación social - periodismo;comunicación social;2;3.39;3.5;No;64;3.655;3.0;162.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.76;3.68;No;65;3.7989830508474576;4.0;164.0;9.0
Femenino;Soltero(a);Ninguna;Boyacá;comunicación social - periodismo;comunicación social;2;3.74;3.64;No;64;3.902758620689656;3.0;165.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.33;4.26;No;67;4.4;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.29;4.51;No;63;4.4575471698113205;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.79;3.87;No;63;4.157924528301887;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Casanare;comunicación social - periodismo;comunicación social;2;4.17;3.97;No;62;4.247407407407407;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.05;4.3;No;61;4.1140384615384615;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.81;3.98;Si;47;4.029756097560975;0.0;101.0;7.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.73;3.76;No;62;4.087272727272728;1.0;158.0;8.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.23;3.46;No;64;3.829298245614035;2.0;160.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.51;3.62;No;62;3.892884615384616;1.0;158.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.83;3.86;No;66;3.8217241379310334;4.0;165.0;9.0
Femenino;Soltero(a);Ninguna;La Guajira;comunicación social - periodismo;comunicación social;2;3.85;3.44;No;63;3.9;2.0;161.0;9.0
Femenino;Soltero(a);Ninguna;Huila;comunicación social - periodismo;comunicación social;2;4.21;4.03;No;65;4.3084444444444445;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.51;3.29;No;69;3.606935483870968;9.0;176.0;8.0
Femenino;Soltero(a);Ninguna;Santander;comunicación social - periodismo;comunicación social;2;3.76;3.13;No;66;3.783166666666667;5.0;169.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.81;3.96;No;61;4.157272727272727;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.92;4.19;No;63;4.038518518518519;2.0;162.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.78;3.68;No;62;3.993333333333333;1.0;159.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.18;3.16;No;70;3.641774193548387;8.0;177.0;9.0
Femenino;Soltero(a);Ninguna;Caldas;comunicación social - periodismo;comunicación social;2;4.03;3.86;No;62;4.083818181818182;1.0;159.0;9.0
Femenino;Soltero(a);Ninguna;Risaralda;comunicación social - periodismo;comunicación social;2;3.43;3.59;No;64;3.850877192982456;3.0;164.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.87;4.07;No;62;4.202264150943396;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.84;4.08;No;61;4.040188679245283;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.1;4.13;No;61;4.244230769230769;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.78;3.91;No;61;4.040392156862745;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.76;3.51;No;64;3.9575438596491215;2.0;162.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.02;3.84;No;61;4.105740740740741;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Santander;comunicación social - periodismo;comunicación social;2;4.21;4.04;No;62;4.231111111111111;1.0;159.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;4.25;4.19;No;61;4.278823529411764;0.0;156.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.39;3.61;No;63;3.929107142857143;2.0;160.0;9.0
Femenino;Soltero(a);Ninguna;Bogotá D.C.;comunicación social - periodismo;comunicación social;2;3.45;3.57;Si;48;3.674285714285714;2.0;103.0;7.0
